"key","value","date"
"Eaters","0","23"
"Eaters","0","24"
"Eaters","15","25"
"Eaters","7","26"
"Eaters","0","27"
"Eaters","0","28"
"Eaters","0","29"
"Eaters","0","30"
"Eaters","0","31"
"Eaters","0","32"
"Eaters","0","33"
"Eaters","0","34"
"Eaters","30","35"
"Eaters","3","36"
"Eaters","0","37"
"Eaters","3","38"
"Voldemort","0","0"
"Voldemort","6","1"
"Voldemort","4","2"
"Voldemort","0","3"
"Voldemort","3","4"
"Voldemort","8","5"
"Voldemort","6","6"
"Voldemort","0","7"
"Voldemort","0","8"
"Voldemort","5","9"
"Voldemort","1","10"
"Voldemort","1","11"
"Voldemort","1","12"
"Voldemort","0","13"
"Voldemort","2","14"
"Voldemort","2","15"
"Voldemort","1","16"
"Voldemort","0","17"
"Voldemort","5","18"
"Voldemort","1","19"
"Voldemort","0","20"
"Voldemort","1","21"
"Voldemort","0","22"
"Voldemort","9","23"
"Voldemort","3","24"
"Voldemort","1","25"
"Voldemort","5","26"
"Voldemort","0","27"
"Voldemort","0","28"
"Voldemort","0","29"
"Voldemort","0","30"
"Voldemort","2","31"
"Voldemort","10","32"
"Voldemort","1","33"
"Voldemort","3","34"
"Voldemort","2","35"
"Voldemort","26","36"
"Voldemort","36","37"
"Voldemort","3","38"
