"key","value","date"
"Voldemort","4","7"
"Voldemort","5","8"
"Voldemort","1","9"
"Voldemort","2","10"
"Voldemort","1","11"
"Voldemort","1","12"
"Voldemort","3","13"
"Voldemort","1","14"
"Voldemort","0","15"
"Voldemort","6","16"
"Voldemort","12","17"
"Voldemort","3","18"
"Voldemort","2","19"
"Voldemort","52","20"
"Voldemort","0","21"
"Voldemort","4","22"
"Voldemort","41","23"
"Voldemort","0","24"
"Voldemort","7","25"
"Voldemort","10","26"
"Voldemort","1","27"
"Voldemort","1","28"
"Voldemort","2","29"
"Voldemort","12","30"
